2020-12-12 18:03:57.578398 ;20201212_173952_39216d3b_1;Chapter 1;sml2_questassigned_questassigned_01;delegate_getquest(Naia, Kiana, Mystical_Book, forest)
2020-12-12 18:03:58.464979 ;20201212_173952_39216d3b_1;Chapter 2;sml2_departure1_departure1_01;delegate_getquest(Wolf, Lion, Magic_Cube, forest)
2020-12-12 18:03:58.649833 ;20201212_173952_39216d3b_1;Chapter 2;sml2_departure1_departure1_01;creaturekillcreature_noweapon(Serpent, Ron, mountains)
2020-12-12 18:03:58.828188 ;20201212_173952_39216d3b_1;Chapter 2;sml2_departure1_departure1_01;creaturekillcreature_noweapon(Lion, Wolf, forest)
2020-12-12 18:03:58.981810 ;20201212_173952_39216d3b_1;Chapter 2;sml2_departure1_departure1_01;creaturekillcreature_noweapon(Kiana, Naia, forest)
2020-12-12 18:03:59.151044 ;20201212_173952_39216d3b_1;Chapter 2;sml2_departure1_departure1_01;move(Kiana, forest, plains)
2020-12-12 18:03:59.345019 ;20201212_173952_39216d3b_1;Chapter 2;sml2_departure1_departure1_01;move(Kiana, plains, mountains)
2020-12-12 18:04:00.785418 ;20201212_173952_39216d3b_1;Chapter 3;sml2_departure2_departure2_01;delegate_getquest(Kiana, Serpent, Mystical_Book, mountains)
2020-12-12 18:04:00.932524 ;20201212_173952_39216d3b_1;Chapter 3;sml2_departure2_departure2_01;move(Lion, forest, plains)
2020-12-12 18:04:01.133011 ;20201212_173952_39216d3b_1;Chapter 3;sml2_departure2_departure2_01;move(Serpent, mountains, plains)
2020-12-12 18:04:01.355627 ;20201212_173952_39216d3b_1;Chapter 3;sml2_departure2_departure2_01;move(Lion, plains, mountains)
2020-12-12 18:04:01.533984 ;20201212_173952_39216d3b_1;Chapter 3;sml2_departure2_departure2_01;move(Kiana, mountains, plains)
2020-12-12 18:04:01.718846 ;20201212_173952_39216d3b_1;Chapter 3;sml2_departure2_departure2_01;move(Kiana, plains, forest)
2020-12-12 18:04:02.736978 ;20201212_173952_39216d3b_1;Chapter 4;sml2_confrontguardian1_confrontguardian1_01;creaturegetsitemfromplace(Serpent, Mystical_Book, plains)
