2020-12-12 11:55:43.914191 search_space: [1]  || bfs_queue: [0] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:44.647817 search_space: [4]  || bfs_queue: [2] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:46.699705 search_space: [7]  || bfs_queue: [4] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:48.271678 search_space: [10]  || bfs_queue: [6] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:49.594722 search_space: [13]  || bfs_queue: [8] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:52.518407 search_space: [16]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:55.589457 search_space: [19]  || bfs_queue: [12] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:57.297307 search_space: [22]  || bfs_queue: [14] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:57.660339 search_space: [22]  || bfs_queue: [13] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:57.996282 search_space: [22]  || bfs_queue: [12] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:55:58.579147 search_space: [22]  || bfs_queue: [11] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:01.006946 search_space: [25]  || bfs_queue: [13] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:01.319112 search_space: [25]  || bfs_queue: [12] || remaining_goals: [0] || 
[]
2020-12-12 11:56:01.581410 search_space: [25]  || bfs_queue: [11] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:01.870640 search_space: [25]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:03.882216 search_space: [28]  || bfs_queue: [12] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:04.760300 search_space: [28]  || bfs_queue: [11] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:05.544211 search_space: [28]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:05.899255 search_space: [28]  || bfs_queue: [9] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:07.145904 search_space: [30]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:09.225105 search_space: [33]  || bfs_queue: [12] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:09.619260 search_space: [33]  || bfs_queue: [11] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:09.873585 search_space: [33]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:10.449683 search_space: [33]  || bfs_queue: [9] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:11.347741 search_space: [36]  || bfs_queue: [11] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:11.657912 search_space: [36]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:11.947154 search_space: [36]  || bfs_queue: [9] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:12.205380 search_space: [36]  || bfs_queue: [8] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 11:56:14.025708 search_space: [39]  || bfs_queue: [10] || remaining_goals: [1] || 
[['has_weapon', ['Kyle', 'person']]]
2020-12-12 12:02:57.204788 search_space: [1]  || bfs_queue: [0] || remaining_goals: [0] || 
[]
2020-12-12 12:09:54.943125 search_space: [1]  || bfs_queue: [0] || remaining_goals: [2] || 
[['at', ['Michael', 'person'], ['mountains', 'location']], ['not', ['alive', ['Michael', 'person']]]]
2020-12-12 12:09:55.910554 search_space: [4]  || bfs_queue: [2] || remaining_goals: [2] || 
[['at', ['Michael', 'person'], ['mountains', 'location']], ['not', ['alive', ['Michael', 'person']]]]
2020-12-12 12:09:57.158008 search_space: [7]  || bfs_queue: [4] || remaining_goals: [1] || 
[['not', ['alive', ['Michael', 'person']]]]
2020-12-12 12:10:02.833754 search_space: [9]  || bfs_queue: [5] || remaining_goals: [0] || 
[]
2020-12-12 12:17:02.951319 search_space: [1]  || bfs_queue: [0] || remaining_goals: [1] || 
[['at', ['Bob', 'creature'], ['mountains', 'location']]]
2020-12-12 12:17:04.466476 search_space: [2]  || bfs_queue: [0] || remaining_goals: [0] || 
[]
2020-12-12 12:24:07.218228 search_space: [1]  || bfs_queue: [0] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:08.224506 search_space: [4]  || bfs_queue: [2] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:10.789227 search_space: [7]  || bfs_queue: [4] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:11.976302 search_space: [10]  || bfs_queue: [6] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:12.920768 search_space: [12]  || bfs_queue: [7] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:13.559382 search_space: [13]  || bfs_queue: [7] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:14.898414 search_space: [16]  || bfs_queue: [9] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:16.765158 search_space: [19]  || bfs_queue: [11] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:17.008508 search_space: [19]  || bfs_queue: [10] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:17.254327 search_space: [19]  || bfs_queue: [9] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:17.511873 search_space: [19]  || bfs_queue: [8] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:19.969527 search_space: [22]  || bfs_queue: [10] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:20.277152 search_space: [22]  || bfs_queue: [9] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:20.540427 search_space: [22]  || bfs_queue: [8] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:20.801152 search_space: [22]  || bfs_queue: [7] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:21.807276 search_space: [25]  || bfs_queue: [9] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:22.095971 search_space: [25]  || bfs_queue: [8] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:22.331344 search_space: [25]  || bfs_queue: [7] || remaining_goals: [1] || 
[['at', ['Kyle', 'person'], ['forest', 'location']]]
2020-12-12 12:24:22.570700 search_space: [25]  || bfs_queue: [6] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:24.183897 search_space: [28]  || bfs_queue: [8] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:25.413471 search_space: [31]  || bfs_queue: [10] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:25.851546 search_space: [32]  || bfs_queue: [10] || remaining_goals: [1] || 
[['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:26.098894 search_space: [32]  || bfs_queue: [9] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:28.174376 search_space: [34]  || bfs_queue: [10] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:28.430691 search_space: [34]  || bfs_queue: [9] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:28.762807 search_space: [34]  || bfs_queue: [8] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:30.567925 search_space: [37]  || bfs_queue: [10] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:30.853127 search_space: [37]  || bfs_queue: [9] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
2020-12-12 12:24:31.098941 search_space: [37]  || bfs_queue: [8] || remaining_goals: [2] || 
[['at', ['Kyle', 'person'], ['forest', 'location']], ['at', ['Bob', 'creature'], ['forest', 'location']]]
